"","movieId","b_m_i"
"1",1,0.415172461282019
"2",2,-0.307065813903244
"3",3,-0.36548170700849
"4",4,-0.648165899128496
"5",5,-0.443793326601546
"6",6,0.302819101006586
"7",7,-0.153875864227252
"8",8,-0.377873240578403
"9",9,-0.514660109415418
"10",10,-0.0866404830922945
"11",11,0.160936961623626
"12",12,-0.949659727505749
"13",13,-0.327603483988737
"14",14,-0.0692936610528573
"15",15,-0.790881162907471
"16",16,0.23822588340191
"17",17,0.471447339505911
"18",18,-0.183634634253032
"19",19,-0.933558202560319
"20",20,-0.639499559648562
"21",21,0.0841618270425346
"22",22,-0.170628466907668
"23",23,-0.345726259710826
"24",24,-0.280484294680305
"25",25,0.169797898558778
"26",26,0.161181705614949
"27",27,-0.129643813660704
"28",28,0.571875789934125
"29",29,0.454226794345769
"30",30,0.148156560056485
"31",31,-0.236712255289892
"32",32,0.362277843485476
"33",33,-0.442697759741081
"34",34,0.193189193325352
"35",35,-0.0346747687997235
"36",36,0.448921024099923
"37",37,-0.627849816986161
"38",38,-0.695059058256836
"39",39,-0.08502447385998
"40",40,0.116020854175347
"41",41,0.339858636479414
"42",42,-0.476522141103325
"43",43,-0.0621908531790493
"44",44,-0.826788559403165
"45",45,-0.13936474768404
"46",46,-0.249883144708767
"47",47,0.51877402837236
"48",48,-0.603422892146834
"49",49,0.233436437742716
"50",50,0.85338845693504
"51",51,-0.935542124678469
"52",52,0.0291150359998119
"53",53,0.178010988874645
"54",54,-0.629424265929031
"55",55,-0.302588658391669
"56",56,-1.69539203086984
"57",57,-0.189333529003681
"58",58,0.502221899292452
"59",59,0.0741489716268006
"60",60,-0.347231989560527
"61",61,-0.195419747056091
"62",62,0.2324770616779
"63",63,-0.468020757157101
"64",64,-0.668094340674394
"65",65,-1.09015783676545
"66",66,-1.39110951647035
"67",67,-0.131731256647417
"68",68,-0.0602491351195514
"69",69,0.0669849381934215
"70",70,-0.261452109332219
"71",71,-1.1947856435905
"72",72,-0.00379012273719254
"73",73,0.320411510727221
"74",74,-0.209165709215759
"75",75,-0.962465201601546
"76",76,-0.514874195177563
"77",77,-0.105207137085417
"78",78,-0.357243456251045
"79",79,-0.394103077481264
"80",80,0.267598089537695
"81",81,-0.226172702950709
"82",82,0.515546002880247
"83",83,0.143959379404041
"84",84,-0.168020757157101
"85",85,-0.00183375830257678
"86",86,-0.0330712622076065
"87",87,-1.13016764981247
"88",88,-0.424641260836429
"89",89,-0.370674156825426
"90",90,-0.278338217474562
"91",92,-0.62995154039936
"92",93,-0.958877130772096
"93",94,-0.00117202179640856
"94",95,-0.392618882507106
"95",96,0.147606740844497
"96",97,0.42247903631667
"97",98,-1.00159563638415
"98",99,-0.43526805195784
"99",100,-0.28986537152508
"100",101,0.299278750011357
"101",102,-1.07177978859627
"102",103,-0.214003663140007
"103",104,-0.0871614914122058
"104",105,-0.204463632666461
"105",106,-0.027171083954487
"106",107,-0.311325136454966
"107",108,-0.470296526902751
"108",109,-1.84579853493488
"109",110,0.569386621990702
"110",111,0.618298705310817
"111",112,-0.10226889336832
"112",113,-0.408453314528738
"113",114,0.115659798398454
"114",115,0.0625347983984541
"115",116,0.389457875321531
"116",117,0.0865977167384809
"117",118,-0.513908203044547
"118",119,-0.611802949945917
"119",120,-0.694283383419728
"120",121,0.229470282269422
"121",122,-0.653879343015687
"122",123,0.466439645795223
"123",124,0.0907094015730573
"124",125,0.254401365115096
"125",126,-1.25910498654778
"126",127,-0.212465201601546
"127",128,-0.0313331261298477
"128",129,-0.356215201601546
"129",130,-0.865406378072134
"130",131,-0.205088152421218
"131",132,-0.753082382585699
"132",133,-0.712465201601546
"133",134,0.387534798398454
"134",135,-0.504548798814972
"135",136,-0.115639804776149
"136",137,-0.162100238097896
"137",138,-0.289573635336486
"138",139,-0.224003663140007
"139",140,-0.223318986599818
"140",141,0.0122762133756987
"141",142,-0.637465201601546
"142",143,-1.17913186826821
"143",144,-0.0068493998974405
"144",145,-0.251706569181066
"145",146,-0.679131868268212
"146",147,0.0426430017200445
"147",148,-0.620446422258823
"148",149,0.146302570910302
"149",150,0.373323795268821
"150",151,0.0175932453786935
"151",152,-0.353928616235692
"152",153,-0.591482084569273
"153",154,0.279412970987287
"154",155,-0.115143773030117
"155",156,-0.0221115038523497
"156",157,-0.718472268739355
"157",158,-0.559035371519733
"158",159,-0.109430412556394
"159",160,-0.905588997362625
"160",161,0.241541820227183
"161",162,0.494914872199192
"162",163,-0.0672578596572902
"163",164,-0.051464037457192
"164",165,-0.0299956462347942
"165",166,-0.798384741831431
"166",167,-0.367010656147
"167",168,-0.426508411478089
"168",169,-1.20418299301259
"169",170,-0.324998967133691
"170",171,0.0844483786453677
"171",172,-0.80335670331311
"172",173,-0.98025213882412
"173",174,-1.01758902739147
"174",175,-0.0337922158195553
"175",176,0.377788060102215
"176",177,-0.626118614954884
"177",178,-0.0810270745112448
"178",179,-0.762465201601546
"179",180,0.0816567318451386
"180",181,-1.62872659977784
"181",182,-0.370157509293854
"182",183,-0.171239574860599
"183",184,-0.305394494530839
"184",185,-0.383131175318971
"185",186,-0.621118262826036
"186",187,-0.0966335382748925
"187",188,-0.195676880433663
"188",189,-0.535542124678469
"189",190,0.0630743667437779
"190",191,-0.850127539263884
"191",192,-0.404622064346644
"192",193,-1.2572654205397
"193",194,0.352556126856711
"194",195,-0.416500098002854
"195",196,-0.628129397724693
"196",197,-0.416876966307428
"197",198,-0.109692963867202
"198",199,0.28509577400821
"199",200,-0.711972590764107
"200",201,-0.502986528615764
"201",202,-0.605488457415499
"202",203,-0.389703493612565
"203",204,-0.542394779066335
"204",205,0.0151697598380428
"205",206,-0.0384719130109418
"206",207,-0.117693306829651
"207",208,-0.653092364830121
"208",209,-0.708566119032738
"209",210,-0.612823624540614
"210",211,0.0531772564990128
"211",212,-0.906532998211715
"212",213,0.542539753799842
"213",214,0.577326858889948
"214",215,0.267509288194373
"215",216,-0.240189202594348
"216",217,-0.764257316296886
"217",218,-0.220385993680754
"218",219,0.0704077265752497
"219",220,-1.18651583451294
"220",222,0.0185459682985129
"221",223,0.375274261999987
"222",224,-0.0555184461938919
"223",225,-0.219190593100427
"224",226,-0.815495504631849
"225",227,-0.429892903275823
"226",228,-0.781092652581938
"227",229,0.0403773639961218
"228",230,0.0882051062435386
"229",231,-0.577344040447867
"230",232,0.554660443837353
"231",233,0.00351881438247013
"232",234,-0.863076578528712
"233",235,0.151007371269696
"234",236,-0.187714371036762
"235",237,-0.27741308969809
"236",238,-0.330929931892002
"237",239,-0.490998887202603
"238",240,-0.581152070288415
"239",241,-0.473765511199069
"240",242,-0.110139620206197
"241",243,-0.944192109232068
"242",244,-1.18133937378698
"243",245,-0.515843579979924
"244",246,0.546767037411829
"245",247,0.354588218751367
"246",248,-0.468708233931535
"247",249,0.163032664685794
"248",250,-0.559473748610093
"249",251,-0.435542124678469
"250",252,-0.286298147407305
"251",253,-0.0367961018448549
"252",254,-0.616007435933971
"253",255,-1.25719777858696
"254",256,-0.70030817331957
"255",257,-0.0793570934934377
"256",258,-0.8851827096574
"257",259,-0.414572313102863
"258",260,0.708845954521857
"259",261,0.151256602909732
"260",262,0.256386449458089
"261",263,0.125312576176232
"262",264,-0.16837918009617
"263",265,0.446546296083985
"264",266,-0.00790508593031907
"265",267,-0.60910161377453
"266",268,-0.215625472481907
"267",269,-0.0242995211281731
"268",270,-0.355057794194138
"269",271,-0.186868384625419
"270",272,0.254238709012979
"271",273,-0.367584744221088
"272",274,-0.595927334522721
"273",275,-0.75657294570929
"274",276,-0.5325429218088
"275",277,-0.0296176679692589
"276",278,-0.443137470509109
"277",279,0.184677655541311
"278",280,0.203594980343871
"279",281,0.151175188123875
"280",282,-0.0761797603782263
"281",283,-0.393234432370777
"282",284,-0.599421723340676
"283",285,-1.33321991858268
"284",286,-1.40590782455237
"285",287,-0.247930317880616
"286",288,-0.316465201601546
"287",289,-0.180226559018076
"288",290,0.504294574934767
"289",291,-1.23468742382377
"290",292,-0.0944545419490228
"291",293,0.499386964923518
"292",294,-0.293850482986827
"293",295,-0.763367728677358
"294",296,0.642324033778851
"295",297,-0.372221299162522
